skz,name,street,zip,city,phone,email,website,principal,school_type
217,Bundesgymnasium und Bundesrealgymnasium Eisenstadt,Kurzwiese,7000,Eisenstadt,02682/62625,,www.gymnasium-eisenstadt.at,,AHS
244,Volksschule Unterpullendorf,Hauptstraße 25,7452,Unterpullendorf,02612/43205,,school4you.schulweb.at/7452/vs-un,,"Volksschule, Grundbildung"
411,Volksschule Bernstein,Stuben 69,7434,Bernstein,03354/6608 03354 6372,,www.bernstein.gv.at,,"Volksschule, Grundbildung"
619,Neue Mittelschule Rechnitz,Schulgasse 10,7471,Rechnitz,03363/7931912,,www.nms-rechnitz.at/nmsneu,,"Neue Mittelschule, Sekundarbildung Unterstufe"
755,Bundesgymnasium und Bundesrealgymnasium Neusiedl am See,Bundesschulstraße 3,7100,Neusiedl am See,02167/2690,,www.gymnasium-neusiedl.at,,AHS
796,Volksschule Eltendorf,Kirchenstraße 18,7562,Eltendorf,03325/2261,,www.vs-eltendorf.schulweb.at,,"Volksschule, Grundbildung"
806,Volksschule Kobersdorf,Badgasse 12,7332,Kobersdorf,02618/8589,,www.school4you/7322/vs-kobersdorf,,"Volksschule, Grundbildung"
856,Berufsschule Mattersburg,Bahnstraße 41,7210,Mattersburg,02626/67651,,www.bsma.at,,"Berufsschule, Sekundarbildung Oberstufe"
876,Volksschule Lackendorf,Schulgasse 1,7321,Lackendorf,02619/67281,,www.vs.lackenhof.schulweb.at,,"Volksschule, Grundbildung"
880,Neue Mittelschule Pinkafeld,Schulstraße 2,7423,Pinkafeld,03357/42449,,www.hspinkafeld.at,,"Polytechnische Schule, Neue Mittelschule, Hauptschule, Sekundarbildung Oberstufe, Sekundarbildung Unterstufe"
885,Allgemeine Sonderschule Sonderpädagogisches Zentrum Stegersbach,Sparkassenplatz 4,7551,Stegersbach,03326/52692,,www.avin.at/spz-stegersbach,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
1235,Volksschule Podersdorf am See,Schulplatz 1,7141,Podersdorf am See,02177/2262,,www.vspodersdorf.com,,"Volksschule, Grundbildung"
1315,Polytechnische Schule Güssing,Batthyanystraße 23,7540,Güssing,03322/43278,,www.pts-guessing.at,,"Polytechnische Schule, Sekundarbildung Oberstufe"
1387,Evangelisches Realgymnasium und Oberstufenrealgymnasium des evangelischen Schulwerks Oberschützen Oberschützen,G. A. Wimmer-Platz 2,7432,Oberschützen,03353/7538,,www.evang-musikgym.at,,AHS
1388,Polytechnische Schule Neusiedl am See,Sportzentrum 3,7100,Neusiedl am See,02167/8239,,scifi.pages.at/polyneusiedl,,"Polytechnische Schule, Sekundarbildung Oberstufe"
1465,2e Schule für Sozialbetreuungsberufe d. Vereins z. Errichtung und Erhaltung e. Fachschule für soziale Betreuung Pinkafeld Pinkafeld,Dr. Alfred Kranich-Platz 3,7423,Pinkafeld,03357/20720,,www.fsb-pinkafeld.at,,"Sozialberufliche Schule, Sekundarbildung Oberstufe"
1542,Volksschule Forchtenstein,Hauptstraße 89,7212,Forchtenstein,02626/63154,,www.bildungsserver.com/schulen/vsforchte,,"Volksschule, Grundbildung"
1628,Volksschule Lutzmannsburg,Schulgasse 1,7361,Lutzmannsburg,02615/87993,,vs.kroatischgerersadorf.schulweb.at,,"Volksschule, Grundbildung"
1729,Allgemeine Sonderschule Sonderpädagogisches Zentrum Eisenstadt,Neusiedler Straße 58 A,7000,Eisenstadt,02682/62828,,www.school4you.at/7000/aso-eisenstadt.at,,"Sonderschule, Sonderschule, Volksschule, Sekundarbildung Unterstufe, Grundbildung"
1823,Neue Mittelschule Bernstein,Schulgasse 11,7434,Bernstein,03354/6590,,bildungsserver.com/schulen/mnsbernstein,,"Neue Mittelschule, Sekundarbildung Unterstufe"
2028,Volksschule Schachendorf,Dürnbach 118,7472,Schachendorf,03364/2622,,www.wellcom.at/vs-duernbach,,"Volksschule, Grundbildung"
2086,Neue Mittelschule Kohfidisch,Schulgasse 1,7512,Kohfidisch,03366/76594,,www.nms-kohfidisch.at,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
2218,Volksschule Neufeld an der Leitha,Hauptstraße 32,2491,Neufeld an der Leitha,02624/52426,,www.lollipop-vsneufeld.at,,"Volksschule, Grundbildung"
2247,2e römisch-katholische Neue Mittelschule der Schwestern vom Göttlichen Erlöser Steinberg-Dörfl,Untere Hauptstraße 17,7453,Steinberg-Dörfl,02612/8475,,www.marianum-steinberg.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
2248,Volksschule Rohrbach bei Mattersburg,Hauptplatz 1,7222,Rohrbach bei Mattersburg,02626/63027,,www.vs-rohrbach.at,,"Volksschule, Grundbildung"
2346,Volksschule Mönchhof,Kirchenplatz 2,7123,Mönchhof,02173/80236,,vs.moenchhof.it-mahr.net,,"Volksschule, Grundbildung"
2375,Neue Mittelschule Güssing,Schulstraße 9,7540,Güssing,03322/42283,,www.hs-guessing.com,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
2394,Neue Mittelschule Neusiedl am See,Sportzentrum 3,7100,Neusiedl am See,02167/2441,,www.shs-neusiedl.at,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
2466,Volksschule Zemendorf-Stöttera,Hauptstraße 103,7023,Zemendorf-Stöttera,02626/5237,,www.vszemendorf.at.tt,,"Volksschule, Grundbildung"
2495,Neue Sportmittelschule Frauenkirchen,Kirchenplatz 1d,7132,Frauenkirchen,02172/2416,,www.shs-frk.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
2856,Neue Mittelschule Purbach am Neusiedlersee,Schmalkräftengasse 20,7083,Purbach am Neusiedlersee,02683/5163,,www.hs-purbach.info,,"Neue Mittelschule, Sekundarbildung Unterstufe"
2978,Allgemeine Sonderschule Sonderpädagogisches Zentrum Mattersburg,Bauweltstraße 5,7210,Mattersburg,02626/62428,,www.bildungsserver.com/schulen/spzmatter,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
3037,Volksschule Güssing,Großmürbisch 10,7540,Güssing,03322/44058,,www.bildungsserver.com/schulen/vsgrmuerb,,"Volksschule, Grundbildung"
3393,Polytechnische Schule Mattersburg,Michael-Koch-Straße 44,7210,Mattersburg,02626/62225,,www.poly-mattersburg.at.tt,,"Polytechnische Schule, Sekundarbildung Oberstufe"
3544,Volksschule Nickelsdorf,Lindengasse 26,2425,Nickelsdorf,02146/2203,,www.vs.nickelsdorf.at,,"Volksschule, Grundbildung"
3598,Neue Mittelschule Siegendorf,Haydnplatz 2,7011,Siegendorf,02687/48355,,hs.siegendorf.wellcom.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
3646,Bundeshandelsschule Jennersdorf,Schulstraße 4,8380,Jennersdorf,03329/46078,,www.borg-bhas-jennersdorf.at,,"Kaufmännische Schule, Sekundarbildung Oberstufe"
3739,"Volksschule ""Zweisprachige Volksschule Ketnyelvu Nepiskola"" Rotenturm an der Pinka",Unterwart/Alsoor 231,7501,Rotenturm an der Pinka,03352/34208,,www.unterwart.at,,"Volksschule, Grundbildung"
3788,Volksschule Hirm,Hauptplatz 9,7024,Hirm,02687/47770,,www.bildungsserver.com/schulen/vshirm,,"Volksschule, Grundbildung"
3793,Volksschule Nikitsch,Kroatisch Minihof,7302,Nikitsch,02614/8232,,www.school4you.at/7302/vs-kroatischminih,,"Volksschule, Grundbildung"
3901,Volksschule Wallern im Burgenland,Kirchengasse 22,7151,Wallern im Burgenland,02174/2347,,www.members.aon.at/vs.wallern,,"Volksschule, Grundbildung"
3947,Volksschule Oberwart,Schulgasse 4,7400,Oberwart,03352/32333,,members.aon.at/vs.oberwart,,"Volksschule, Grundbildung"
4231,Volksschule Pinkafeld,Rathausplatz 11,7423,Pinkafeld,03357/42253,,www.blackboard.at/schulen/vspinkafeld,,"Sonderschule, Sonderschule, Volksschule, Sekundarbildung Unterstufe, Grundbildung"
4375,Volksschule Parndorf,Schulgasse 2,7111,Parndorf,02166/2360,,www.vs-parndorf.at,,"Volksschule, Grundbildung"
4435,Volksschule Breitenbrunn,Gottfried Kumpf-Gasse 52,7091,Breitenbrunn,02683/5223,,www.vs-breitenbrunn.at,,"Volksschule, Grundbildung"
4525,Volksschule Unterkohlstätten,Holzschlag 96,7435,Unterkohlstätten,03354/8554,,www.bildungsserver.com/schulen/vsholzsch,,"Volksschule, Grundbildung"
4649,Volksschule Weiden am See,Schulzeile 5,7121,Weiden am See,02167/7213,,www.home.pages.at/vsweidenamsee,,"Volksschule, Grundbildung"
4673,Volksschule Andau,Schulgasse 3,7163,Andau,2176224512,,www.vs-andau.bnet.at,,"Volksschule, Grundbildung"
4974,Volksschule Mattersburg,Schulgasse 2,7210,Mattersburg,02626/62346,,www.bildungsserver.com/schulen/vsmatters,,"Volksschule, Grundbildung"
5037,Volksschule Marz,Schulstraße 16,7221,Marz,02626/63942,,www.bildungsserver.com/schulen/vsmarz,,"Volksschule, Grundbildung"
5182,Volksschule Neusiedl am See,Am Tabor,7100,Neusiedl am See,02167/2558,,www.vsamtabor.at,,"Volksschule, Grundbildung"
5338,Neue Mittelschule Oberpullendorf,Eisenstädterstraße 9,7350,Oberpullendorf,02612/42598,,www.hs-oberpullendorf.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
5442,Bundesgymnasium und Bundesrealgymnasium Oberschützen,Hauptplatz 7,7432,Oberschützen,03353/7501-0,,www.gym-os.at,,AHS
5482,Volksschule Gattendorf,Untere Dorfstraße 8-10,2474,Gattendorf,02142/5397,,www.vs.gattendorf.info,,"Volksschule, Grundbildung"
5557,Höhere Bundeslehranstalt für wirtschaftliche Berufe Güssing,Schulstraße 17,7540,Güssing,03322/42753,,www.ecole.at,,"WMS und WHS, Sekundarbildung Oberstufe"
5573,Gymnasium der Diözese Eisenstadt Eisenstadt,Wolfgarten,7001,Eisenstadt,02682/629880,,www.wolfgarten.at,,AHS
5629,Neue Mittelschule Mattersburg,Wulkalände 4,7210,Mattersburg,02626/62802,,www.nms-mattersburg.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
5757,2e römisch-katholische Neue Mittelschule des Vereins der Schulen der Schwestern vom Göttlichen Erlöser Eisenstadt,Kalvarienbergplatz 8,7000,Eisenstadt,02682/6223631,,www.hs-theresianum.at,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
5772,Bundesgymnasium und Bundesrealgymnasium Mattersburg,Hochstraße 1,7210,Mattersburg,02626/62338,,www.brgmattersburg.at,,AHS
5807,Werkmeisterschule f. Berufstätige f. Maschinenbau-Automatisierungstechnik 2schule des WIFI der Wirtschaftskammer Burgenland Neutal,Dankowitschstraße,7343,Neutal,03352/32367,,www.bgld.wifi.at,,"TMS und THS, Sekundarbildung Oberstufe"
5918,Volksschule Großpetersdorf,Stegersbacher Straße,7503,Großpetersdorf,03362/2329,,www.vs.grosspetersdorf.at,,"Sonderschule, Sonderschule, Volksschule, Sekundarbildung Unterstufe, Grundbildung"
5940,Bundeshandelsakademie und Bundeshandelsschule Oberwart,Schulgasse 4,7400,Oberwart,03352/32514,,www.hak-oberwart.at,,"Kaufmännische Schule, Sekundarbildung Oberstufe"
6001,Neue Mittelschule Eisenstadt,Rosental,7001,Eisenstadt,02682/62478,,www.hs-eisenstadt.ac.at,,"Neue Mittelschule, Sekundarbildung Unterstufe"
6118,Volksschule Rechnitz,Schulgasse 10,7471,Rechnitz,03363/7931913,,www.rechnitz.com/index1.htm,,"Sonderschule, Sonderschule, Volksschule, Sekundarbildung Unterstufe, Grundbildung"
2266,Volksschule Bernstein,Schulgasse 11,7434,Bernstein,03354/6372,,,,"Volksschule, Grundbildung"
818,Volksschule Heiligenbrunn,Heiligenbrunn 3,7522,Heiligenbrunn,03324/7313,,,,"Volksschule, Grundbildung"
772,Volksschule Siegendorf,Haydnplatz 1,7011,Siegendorf,02687/20520,,,,"Volksschule, Grundbildung"
3007,Volksschule Draßmarkt,Schulgasse 1,7372,Draßmarkt,02617/2332,,,,Volksschule
5126,Allgemeine Sonderschule/Lernwerkstättenschule Oberwart,Schulgasse 29,7400,Oberwart,03352/38647,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
3575,Volksschule Piringsdorf,Bundesstraße 14,7373,Piringsdorf,0676 / 77 24 214,,,,"Volksschule, Grundbildung"
4819,"Werkmeisterschule f. Berufst.f. Bauwesen, Werkmeisterschule f. Berufst.f.Maschinenbau-Betriebstechnik d. WIFI der WK Burgenland Oberwart",Raimundgasse 36,7400,Oberwart,0590907-5210,,,,WMS und WHS
1117,Volksschule Bocksdorf,Herrengasse 19,7551,Bocksdorf,03326/54331,,,,"Volksschule, Grundbildung"
3394,Volksschule Nikitsch,Hauptstraße 101,7302,Nikitsch,02614/8290,,,,"Volksschule, Grundbildung"
1219,Volksschule Steinberg-Dörfl,Obere Hauptstraße 119,7453,Steinberg-Dörfl,02612/8252,,,,"Volksschule, Grundbildung"
4526,Volksschule,Höhenstraße 4,8291,Burgauberg,03326/54690,,,,"Volksschule, Grundbildung"
3118,Allgemeine Sonderschule Oberpullendorf,Eisenstädterstraße 9,7350,Oberpullendorf,02612/42747,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
4408,Volksschule Pamhagen,Schulgasse 2,7152,Pamhagen,02174/2117,,,"Dir. NMS OSR Konrad Unger, BEd",
1985,Volksschule Donnerskirchen,Schulgasse 12,7082,Donnerskirchen,02683/8664,,,,"Volksschule, Grundbildung"
28,Volksschule Zurndorf,Mühlgasse 42,2424,Zurndorf,02147/2219,,,,"Volksschule, Grundbildung"
56,Volksschule Großwarasdorf,Schulstraße 3,7304,Großwarasdorf,02614/2200,,,,"Volksschule, Grundbildung"
126,Volksschule Lackendorf,Hauptstraße 16,7321,Lackendorf,02619/7539,,,,"Volksschule, Grundbildung"
145,Volksschule Kittsee,Schulstraße 3,2421,Kittsee,02143/2330,,,,"Volksschule, Grundbildung"
198,Fachschule für wirtschaftliche Berufe und Hauswirtschaftsschule der Schwestern vom Göttlichen Erlöser Steinberg-Dörfl,Untere Hauptstraße 17,7453,Steinberg-Dörfl,02612/847520,,,,"WMS und WHS, Sekundarbildung Oberstufe"
210,Volksschule Lockenhaus,Hauptstraße 1,7442,Lockenhaus,02616/2640,,,,"Volksschule, Grundbildung"
280,2e römisch-katholische Neue Mittelschule der Vereinigung von Ordensschulen Österreichs Neusiedl am See,Untere Hauptstraße 66,7100,Neusiedl am See,02167/2438,,,,"Neue Mittelschule, Hauptschule, Sekundarbildung Unterstufe"
287,Volksschule Wulkaprodersdorf,Kirchenplatz 2,7041,Wulkaprodersdorf,02687/62226,,,,"Volksschule, Grundbildung"
308,Volksschule Rotenturm an der Pinka,Rotenturm an der Pinka 270,7501,Rotenturm an der Pinka,03352/34251,,,,"Volksschule, Grundbildung"
342,Volksschule Hornstein,Schulgasse 10,7053,Hornstein,02689/222611,,,,"Volksschule, Grundbildung"
396,Volksschule Ritzing im Burgenland,Teichgasse 5,7323,Ritzing im Burgenland,02619/67596,,,,"Volksschule, Grundbildung"
399,Volksschule Schützen am Gebirge,Schulstraße 4,7081,Schützen am Gebirge,02684/2237,,,,"Volksschule, Grundbildung"
439,Volksschule Klingenbach,Neugasse 41,7013,Klingenbach,02687/48419,,,,"Volksschule, Grundbildung"
447,Volksschule Loipersbach,Badstraße 3,7022,Loipersbach,02686/7500,,,,"Volksschule, Grundbildung"
496,Volksschule Dobersdorf,Dobersdorf 102,7564,Dobersdorf,03382/71110,,,,"Volksschule, Grundbildung"
525,Volksschule Winden am See,Bergäckerstraße 2-8,7092,Winden am See,02160/8274,,,,"Volksschule, Grundbildung"
673,Volksschule Stinatz,Hauptplatz 4,7552,Stinatz,03358/3120,,,,"Volksschule, Grundbildung"
732,Volksschule Steinbrunn,Schulplatz 3,7035,Steinbrunn,02688/72287,,,,"Volksschule, Grundbildung"
743,Volksschule Eberau,Eberau 93,7521,Eberau,03323/2228,,,,"Volksschule, Grundbildung"
835,Storchennestschule des Montessorivereins-Storchennest Kaisersdorf,Mittelgasse 17,7342,Kaisersdorf,02617/2441,,,,SAS
890,Volksschule Mörbisch am See,Eschengasse 27,7072,Mörbisch am See,02685/8350,,,,"Volksschule, Grundbildung"
936,Volksschule Limbach,Hauptstraße 4,7543,Limbach,03328/32155,,,,"Volksschule, Grundbildung"
995,Volksschule Pilgersdorf,Deutschgerisdorf,7441,Pilgersdorf,02616/2892,,,,"Volksschule, Grundbildung"
1007,Allgemeine Sonderschule Sonderpädagogisches Zentrum Frauenkirchen,Kirchenplatz 1b,7132,Frauenkirchen,02172/2577,,,,"Sonderschule, Sonderschule, Volksschule, Sekundarbildung Unterstufe, Grundbildung"
1087,Volksschule Eisenstadt,Kleinhöfleiner Hauptstraße 8a,7000,Eisenstadt,02682/,,,,"Volksschule, Grundbildung"
1158,Volksschule Gerersdorf bei Güssing,Schulstraße 2,7542,Gerersdorf bei Güssing,03328/32363,,,,"Volksschule, Grundbildung"
1164,Volksschule Oberdorf Oberdorf im Burgenland,Kirchenplatz 1,7501,Oberdorf im Burgenland,03352/6225,,,,"Volksschule, Grundbildung"
1358,Volksschule Sankt Andrä am Zicksee,Kirchenplatz 1,7161,Sankt Andrä am Zicksee,02176/2382,,,,"Volksschule, Grundbildung"
1365,Neue Mittelschule Lockenhaus,Hauptstraße 1,7442,Lockenhaus,02616/2974,,,,"Neue Mittelschule, Sekundarbildung Unterstufe"
1433,Volksschule Wolfau,Grundwinkel 1,7412,Wolfau,03356/8294,,,,"Volksschule, Grundbildung"
1443,"Musikschule ""music a la mobile"" der Frau Margarete Meixner Zurndorf",Zurndorf,2424,Zurndorf,0699/13710015,,,,Musikschule
1493,Volksschule Kaisersdorf,Hauptstraße 17,7342,Kaisersdorf,02617/2934,,,,"Volksschule, Grundbildung"
1507,"2schule ""freie Schule kematen"" des Vereins LeNa - Lernen mit der Natur i.d. Region Oberwart-Hartberg Kemeten",Strembachgasse 50a,7531,Kemeten,03352/20127,,,,SAS
1602,Volksschule Ollersdorf im Burgenland,Kirchengasse 44,7533,Ollersdorf im Burgenland,03326/52453,,,,"Volksschule, Grundbildung"
1622,Volksschule Pilgersdorf,Schulgasse 1,7441,Pilgersdorf,02616/7236,,,,"Volksschule, Grundbildung"
1659,Volksschule Jabing,Am Kirchenriegel 6,7503,Jabing,03362/7883,,,,"Volksschule, Grundbildung"
1697,Volksschule Stadtschlaining,Goberling 56,7461,Stadtschlaining,03355/2525,,,,"Volksschule, Grundbildung"
1743,Volksschule Bad Tatzmannsdorf,Kirchenstraße 11,7431,Bad Tatzmannsdorf,03353/8246,,,,"Volksschule, Grundbildung"
1804,Volksschule Heiligenkreuz im Lafnitztal,Schulstraße 1,7561,Heiligenkreuz im Lafnitztal,03325/4304,,,,"Volksschule, Grundbildung"
1840,Volksschule Mühlgraben,Obere Dorfstraße 2/1,8385,Mühlgraben,03329/26801,,,,"Volksschule, Grundbildung"
1872,Volksschule Stadtschlaining,Oberwarter Straße 7,7461,Stadtschlaining,0664-6566366,,,,"Volksschule, Grundbildung"
1952,Volksschule Mannersdorf an der Rabnitz,Hauptstraße 19,7444,Mannersdorf an der Rabnitz,02611/3374,,,,"Volksschule, Grundbildung"
1967,Volksschule Kemeten,Schulgasse 7,7531,Kemeten,03352/5033,,,,"Volksschule, Grundbildung"
2069,Volksschule Horitschon,Schulgasse 19,7312,Horitschon,02610/42341,,,,"Volksschule, Grundbildung"
2110,Volksschule Oberschützen,Schulweg 4,7432,Oberschützen,03353/7814,,,,"Volksschule, Grundbildung"
2148,Volksschule Mariasdorf,Mariasdorf 160,7433,Mariasdorf,03353/7830,,,,"Volksschule, Grundbildung"
2192,Volksschule Pinkafeld,Neustift an der Lafnitz 70,7423,Pinkafeld,03338/3350,,,,"Volksschule, Grundbildung"
2333,Allgemeine Sonderschule Sonderpädagogisches Zentrum Güssing,Batthyanystraße 23,7540,Güssing,03322/43595,,,,"Sonderschule, Sonderschule, Sekundarbildung Unterstufe, Grundbildung"
2370,Volksschule Wiesen,Bahnstraße 4,7203,Wiesen,02626/81667,,,,"Volksschule, Grundbildung"
